"","cost_category","loc_id","budget","disbursement","source","start_date","period","expenditure","disease","data_source","code","coeff","end_date"
"1744","Supportive environment: Program management and administration","gtm",0,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H5_4",1,2013-09-28
"1745","Supportive environment: Program management and administration","gtm",53325.2,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","M5_2",1,2013-09-28
"1746","Supportive environment: Program management and administration","gtm",53325.2,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","M5_2",1,2013-09-28
"1747","Supportive environment: Program management and administration","gtm",53325.2,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","T5_4",1,2013-09-28
"1748","Supportive environment: Program management and administration","gtm",53325.2,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H5_4",1,2013-09-28
"1749","Supportive environment: Program management and administration","gtm",350814,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","M5_2",1,2013-09-28
"1750","Supportive environment: Program management and administration","gtm",350814,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","M5_2",1,2013-09-28
"1751","Supportive environment: Program management and administration","gtm",350814,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","T5_4",1,2013-09-28
"1752","Supportive environment: Program management and administration","gtm",350814,0,"gf",2013-07-01,90,0,"hiv","fpm_budget","H5_4",1,2013-09-28
"1753","Supportive environment: Program management and administration","gtm",3722.69,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1754","Supportive environment: Program management and administration","gtm",3722.69,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1755","Supportive environment: Program management and administration","gtm",3722.69,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1756","Supportive environment: Program management and administration","gtm",3722.69,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1757","Supportive environment: Program management and administration","gtm",774.927,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1758","Supportive environment: Program management and administration","gtm",774.927,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1759","Supportive environment: Program management and administration","gtm",774.927,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1760","Supportive environment: Program management and administration","gtm",774.927,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1761","Supportive environment: Program management and administration","gtm",1966.49,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1762","Supportive environment: Program management and administration","gtm",1966.49,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1763","Supportive environment: Program management and administration","gtm",1966.49,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1764","Supportive environment: Program management and administration","gtm",1966.49,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1765","Supportive environment: Program management and administration","gtm",6331.1,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1766","Supportive environment: Program management and administration","gtm",6331.1,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1767","Supportive environment: Program management and administration","gtm",6331.1,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1768","Supportive environment: Program management and administration","gtm",6331.1,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1769","Supportive environment: Program management and administration","gtm",111218,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1770","Supportive environment: Program management and administration","gtm",111218,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1771","Supportive environment: Program management and administration","gtm",111218,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1772","Supportive environment: Program management and administration","gtm",111218,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1773","Supportive environment: Program management and administration","gtm",288020,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1774","Supportive environment: Program management and administration","gtm",288020,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","M5_2",1,2013-12-29
"1775","Supportive environment: Program management and administration","gtm",288020,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","T5_4",1,2013-12-29
"1776","Supportive environment: Program management and administration","gtm",288020,0,"gf",2013-10-01,90,0,"hiv","fpm_budget","H5_4",1,2013-12-29
"1777","Supportive environment: Program management and administration","gtm",3654.82,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1778","Supportive environment: Program management and administration","gtm",3654.82,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1779","Supportive environment: Program management and administration","gtm",3654.82,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1780","Supportive environment: Program management and administration","gtm",3654.82,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1781","Supportive environment: Program management and administration","gtm",760.798,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1782","Supportive environment: Program management and administration","gtm",760.798,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1783","Supportive environment: Program management and administration","gtm",760.798,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1784","Supportive environment: Program management and administration","gtm",760.798,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1785","Supportive environment: Program management and administration","gtm",1930.63,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1786","Supportive environment: Program management and administration","gtm",1930.63,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1787","Supportive environment: Program management and administration","gtm",1930.63,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1788","Supportive environment: Program management and administration","gtm",1930.63,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1789","Supportive environment: Program management and administration","gtm",6215.67,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1790","Supportive environment: Program management and administration","gtm",6215.67,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1791","Supportive environment: Program management and administration","gtm",6215.67,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1792","Supportive environment: Program management and administration","gtm",6215.67,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1793","Supportive environment: Program management and administration","gtm",109190,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1794","Supportive environment: Program management and administration","gtm",109190,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1795","Supportive environment: Program management and administration","gtm",109190,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1796","Supportive environment: Program management and administration","gtm",109190,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1797","Supportive environment: Program management and administration","gtm",282769,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1798","Supportive environment: Program management and administration","gtm",282769,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","M5_2",1,2014-03-31
"1799","Supportive environment: Program management and administration","gtm",282769,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","T5_4",1,2014-03-31
"1800","Supportive environment: Program management and administration","gtm",282769,0,"gf",2014-01-01,90,0,"hiv","fpm_budget","H5_4",1,2014-03-31
"1801","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M5_2",1,2011-06-29
"1802","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","M5_2",1,2011-06-29
"1803","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","T5_4",1,2011-06-29
"1804","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-04-01,90,0,"malaria","fpm_budget","H5_4",1,2011-06-29
"1805","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M5_2",1,2011-09-28
"1806","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","M5_2",1,2011-09-28
"1807","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","T5_4",1,2011-09-28
"1808","Supportive environment: Program management and administration","gtm",0,0,"gf",2011-07-01,90,0,"malaria","fpm_budget","H5_4",1,2011-09-28
"1809","Supportive environment: Program management and administration","gtm",123023,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M5_2",1,2011-12-29
"1810","Supportive environment: Program management and administration","gtm",123023,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","M5_2",1,2011-12-29
"1811","Supportive environment: Program management and administration","gtm",123023,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","T5_4",1,2011-12-29
"1812","Supportive environment: Program management and administration","gtm",123023,0,"gf",2011-10-01,90,0,"malaria","fpm_budget","H5_4",1,2011-12-29
"1813","Supportive environment: Program management and administration","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M5_2",1,2012-03-30
"1814","Supportive environment: Program management and administration","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","M5_2",1,2012-03-30
"1815","Supportive environment: Program management and administration","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","T5_4",1,2012-03-30
"1816","Supportive environment: Program management and administration","gtm",NA,0,"gf",2012-01-01,90,0,"malaria","fpm_budget","H5_4",1,2012-03-30
"1817","Supportive environment: Program management and administration","gtm",179645,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M5_2",1,2012-06-29
"1818","Supportive environment: Program management and administration","gtm",179645,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","M5_2",1,2012-06-29
"1819","Supportive environment: Program management and administration","gtm",179645,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","T5_4",1,2012-06-29
"1820","Supportive environment: Program management and administration","gtm",179645,0,"gf",2012-04-01,90,0,"malaria","fpm_budget","H5_4",1,2012-06-29
"1821","Supportive environment: Program management and administration","gtm",1298330,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M5_2",1,2012-09-28
"1822","Supportive environment: Program management and administration","gtm",1298330,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","M5_2",1,2012-09-28
"1823","Supportive environment: Program management and administration","gtm",1298330,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","T5_4",1,2012-09-28
"1824","Supportive environment: Program management and administration","gtm",1298330,0,"gf",2012-07-01,90,0,"malaria","fpm_budget","H5_4",1,2012-09-28
"1825","Supportive environment: Program management and administration","gtm",2310800,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M5_2",1,2012-12-29
"1826","Supportive environment: Program management and administration","gtm",2310800,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","M5_2",1,2012-12-29
"1827","Supportive environment: Program management and administration","gtm",2310800,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","T5_4",1,2012-12-29
"1828","Supportive environment: Program management and administration","gtm",2310800,0,"gf",2012-10-01,90,0,"malaria","fpm_budget","H5_4",1,2012-12-29
"1829","Supportive environment: Program management and administration","gtm",1413010,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M5_2",1,2013-03-31
"1830","Supportive environment: Program management and administration","gtm",1413010,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","M5_2",1,2013-03-31
"1831","Supportive environment: Program management and administration","gtm",1413010,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","T5_4",1,2013-03-31
"1832","Supportive environment: Program management and administration","gtm",1413010,0,"gf",2013-01-01,90,0,"malaria","fpm_budget","H5_4",1,2013-03-31
"1833","Supportive environment: Program management and administration","gtm",1232330,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M5_2",1,2013-06-29
"1834","Supportive environment: Program management and administration","gtm",1232330,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","M5_2",1,2013-06-29
"1835","Supportive environment: Program management and administration","gtm",1232330,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","T5_4",1,2013-06-29
"1836","Supportive environment: Program management and administration","gtm",1232330,0,"gf",2013-04-01,90,0,"malaria","fpm_budget","H5_4",1,2013-06-29
"1837","Supportive environment: Program management and administration","gtm",1227090,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M5_2",1,2013-09-28
"1838","Supportive environment: Program management and administration","gtm",1227090,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","M5_2",1,2013-09-28
"1839","Supportive environment: Program management and administration","gtm",1227090,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","T5_4",1,2013-09-28
"1840","Supportive environment: Program management and administration","gtm",1227090,0,"gf",2013-07-01,90,0,"malaria","fpm_budget","H5_4",1,2013-09-28
"1841","Supportive environment: Program management and administration","gtm",1072621,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M5_2",1,2013-12-29
"1842","Supportive environment: Program management and administration","gtm",1072621,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","M5_2",1,2013-12-29
"1843","Supportive environment: Program management and administration","gtm",1072621,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","T5_4",1,2013-12-29
"1844","Supportive environment: Program management and administration","gtm",1072621,0,"gf",2013-10-01,90,0,"malaria","fpm_budget","H5_4",1,2013-12-29
"1845","Supportive environment: Program management and administration","gtm",1126560,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M5_2",1,2014-03-31
"1846","Supportive environment: Program management and administration","gtm",1126560,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","M5_2",1,2014-03-31
"1847","Supportive environment: Program management and administration","gtm",1126560,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","T5_4",1,2014-03-31
"1848","Supportive environment: Program management and administration","gtm",1126560,0,"gf",2014-01-01,90,0,"malaria","fpm_budget","H5_4",1,2014-03-31
"1849","TB care and prevention - Detección de casos y diagnóstico","gtm",180929.814134332,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T1_2",1,2016-09-28
"1850","TB care and prevention - Detección de casos y diagnóstico","gtm",184504.168221752,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T1_2",1,2016-12-29
"1851","TB care and prevention - Detección de casos y diagnóstico","gtm",269002.872035521,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T1_2",1,2017-03-31
"1852","TB care and prevention - Detección de casos y diagnóstico","gtm",149553.21489391,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T1_2",1,2017-06-29
"1853","TB care and prevention - Detección de casos y diagnóstico","gtm",346508.84138605,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T1_2",1,2017-09-28
"1854","TB care and prevention - Detección de casos y diagnóstico","gtm",115654.859530535,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T1_2",1,2017-12-29
"1855","TB care and prevention - Detección de casos y diagnóstico","gtm",251403.148177579,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T1_2",1,2018-03-31
"1856","TB care and prevention - Detección de casos y diagnóstico","gtm",163665.322044743,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T1_2",1,2018-06-29
"1857","TB care and prevention - Detección de casos y diagnóstico","gtm",225943.09683049,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T1_2",1,2018-09-28
"1858","TB care and prevention - Detección de casos y diagnóstico","gtm",103699.894652627,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T1_2",1,2018-12-29
"1859","TB care and prevention - Detección de casos y diagnóstico","gtm",240900.080107056,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T1_2",1,2019-03-31
"1860","TB care and prevention - Detección de casos y diagnóstico","gtm",153071.495806246,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T1_2",1,2019-06-29
"1861","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T3_1",0.5,2016-09-28
"1862","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T3_2",0.5,2016-09-28
"1863","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",260.272281438747,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T3_1",0.5,2016-12-29
"1864","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",260.272281438747,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T3_2",0.5,2016-12-29
"1865","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T3_1",0.5,2017-03-31
"1866","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T3_2",0.5,2017-03-31
"1867","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",260.272281438747,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T3_1",0.5,2017-06-29
"1868","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",260.272281438747,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T3_2",0.5,2017-06-29
"1869","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T3_1",0.5,2017-09-28
"1870","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T3_2",0.5,2017-09-28
"1871","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",270.675350839605,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T3_1",0.5,2017-12-29
"1872","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",270.675350839605,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T3_2",0.5,2017-12-29
"1873","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T3_1",0.5,2018-03-31
"1874","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T3_2",0.5,2018-03-31
"1875","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",270.675350839605,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T3_1",0.5,2018-06-29
"1876","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",270.675350839605,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T3_2",0.5,2018-06-29
"1877","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T3_1",0.5,2018-09-28
"1878","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T3_2",0.5,2018-09-28
"1879","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",281.508622358543,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T3_1",0.5,2018-12-29
"1880","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",281.508622358543,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T3_2",0.5,2018-12-29
"1881","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T3_1",0.5,2019-03-31
"1882","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",NA,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T3_2",0.5,2019-03-31
"1883","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",281.508622358543,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T3_1",0.5,2019-06-29
"1884","TB care and prevention - Implicar a todos los proveedores de asistencia","gtm",281.508622358543,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T3_2",0.5,2019-06-29
"1885","TB care and prevention - Poblaciones clave afectadas","gtm",NA,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T5_1",1,2016-09-28
"1886","TB care and prevention - Poblaciones clave afectadas","gtm",NA,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T5_1",1,2016-12-29
"1887","TB care and prevention - Poblaciones clave afectadas","gtm",6962.20856902652,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T5_1",1,2017-03-31
"1888","TB care and prevention - Poblaciones clave afectadas","gtm",14609.2728371817,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T5_1",1,2017-06-29
"1889","TB care and prevention - Poblaciones clave afectadas","gtm",198610.688332514,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T5_1",1,2017-09-28
"1890","TB care and prevention - Poblaciones clave afectadas","gtm",NA,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T5_1",1,2017-12-29
"1891","TB care and prevention - Poblaciones clave afectadas","gtm",5055.7352916829,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T5_1",1,2018-03-31
"1892","TB care and prevention - Poblaciones clave afectadas","gtm",39810.4177484186,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T5_1",1,2018-06-29
"1893","TB care and prevention - Poblaciones clave afectadas","gtm",1923.40629343982,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T5_1",1,2018-09-28
"1894","TB care and prevention - Poblaciones clave afectadas","gtm",NA,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T5_1",1,2018-12-29
"1895","TB care and prevention - Poblaciones clave afectadas","gtm",10041.5040752525,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T5_1",1,2019-03-31
"1896","TB care and prevention - Poblaciones clave afectadas","gtm",5258.08672431462,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T5_1",1,2019-06-29
"1897","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T1_1",1,2016-09-28
"1898","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T1_1",1,2016-12-29
"1899","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",19615.1307560229,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T1_1",1,2017-03-31
"1900","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T1_1",1,2017-06-29
"1901","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T1_1",1,2017-09-28
"1902","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T1_1",1,2017-12-29
"1903","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",20399.6108365567,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T1_1",1,2018-03-31
"1904","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T1_1",1,2018-06-29
"1905","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T1_1",1,2018-09-28
"1906","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T1_1",1,2018-12-29
"1907","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",21215.8998009729,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T1_1",1,2019-03-31
"1908","TB care and prevention - Prestación de servicios de atención de la tuberculosis en la comunidad","gtm",NA,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T1_1",1,2019-06-29
"1909","TB care and prevention - Prevención","gtm",NA,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T2_1",1,2016-09-28
"1910","TB care and prevention - Prevención","gtm",NA,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T2_1",1,2016-12-29
"1911","TB care and prevention - Prevención","gtm",3308.64538087423,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T2_1",1,2017-03-31
"1912","TB care and prevention - Prevención","gtm",42750.8792092833,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T2_1",1,2017-06-29
"1913","TB care and prevention - Prevención","gtm",1123.74007813774,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T2_1",1,2017-09-28
"1914","TB care and prevention - Prevención","gtm",NA,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T2_1",1,2017-12-29
"1915","TB care and prevention - Prevención","gtm",39212.2973145089,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T2_1",1,2018-03-31
"1916","TB care and prevention - Prevención","gtm",NA,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T2_1",1,2018-06-29
"1917","TB care and prevention - Prevención","gtm",NA,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T2_1",1,2018-09-28
"1918","TB care and prevention - Prevención","gtm",NA,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T2_1",1,2018-12-29
"1919","TB care and prevention - Prevención","gtm",NA,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T2_1",1,2019-03-31
"1920","TB care and prevention - Prevención","gtm",NA,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T2_1",1,2019-06-29
"1921","TB care and prevention - Tratamiento","gtm",11056.1944346707,0,"gf",2016-07-01,90,0,"tb","fpm_budget","T3_1",1,2016-09-28
"1922","TB care and prevention - Tratamiento","gtm",11056.1944346707,0,"gf",2016-10-01,90,0,"tb","fpm_budget","T3_1",1,2016-12-29
"1923","TB care and prevention - Tratamiento","gtm",20177.8196404345,0,"gf",2017-01-01,90,0,"tb","fpm_budget","T3_1",1,2017-03-31
"1924","TB care and prevention - Tratamiento","gtm",12994.9719801539,0,"gf",2017-04-01,90,0,"tb","fpm_budget","T3_1",1,2017-06-29
"1925","TB care and prevention - Tratamiento","gtm",11498.3248842072,0,"gf",2017-07-01,90,0,"tb","fpm_budget","T3_1",1,2017-09-28
"1926","TB care and prevention - Tratamiento","gtm",11498.3248842072,0,"gf",2017-10-01,90,0,"tb","fpm_budget","T3_1",1,2017-12-29
"1927","TB care and prevention - Tratamiento","gtm",18383.1758523567,0,"gf",2018-01-01,90,0,"tb","fpm_budget","T3_1",1,2018-03-31
"1928","TB care and prevention - Tratamiento","gtm",13514.6170295117,0,"gf",2018-04-01,90,0,"tb","fpm_budget","T3_1",1,2018-06-29
"1929","TB care and prevention - Tratamiento","gtm",11958.5433773447,0,"gf",2018-07-01,90,0,"tb","fpm_budget","T3_1",1,2018-09-28
"1930","TB care and prevention - Tratamiento","gtm",11958.5433773447,0,"gf",2018-10-01,90,0,"tb","fpm_budget","T3_1",1,2018-12-29
"1931","TB care and prevention - Tratamiento","gtm",19994.9472641687,0,"gf",2019-01-01,90,0,"tb","fpm_budget","T3_1",1,2019-03-31
"1932","TB care and prevention - Tratamiento","gtm",14055.531010859,0,"gf",2019-04-01,90,0,"tb","fpm_budget","T3_1",1,2019-06-29
"1933","TB/HIV","gtm",NA,0,"gf",2010-02-01,90,0,"tb","fpm_budget","T5_3",1,2010-05-01
